customer_name,customer_gender,customer_id,product_name,product_price,product_category,customer_city,customer_state,month,year,customer_new_or_return,,
Jasmine Paterson,F,1156,Product 18,24,Shoes,Sydney,NSW,10,2014,new,,
Jasmine Paterson,F,1156,Product 10,15,Shoes,Sydney,NSW,10,2014,return,,
Rebecca Powell,F,1173,Product 23,49,Clothes-Men,Melbourne,VIC,6,2014,new,,
Rebecca Powell,F,1173,Product 5,35,Shoes,Sydney,NSW,7,2014,return,,
Rebecca Powell,F,1173,Product 8,69,Clothes-Men,Melbourne,VIC,8,2014,return,,
Rebecca Powell,F,1173,Product 28,12,Shoes,Sydney,NSW,8,2014,return,,
Rebecca Powell,F,1173,Product 16,29,Shoes,Sydney,NSW,10,2014,return,,
Rebecca Powell,F,1173,Product 23,49,Clothes-Men,Melbourne,VIC,12,2014,return,,
Gabrielle Lawrence,F,1199,Product 8,69,Clothes-Women,Sydney,NSW,1,2014,new,,
Gabrielle Lawrence,F,1199,Product 80,269,Clothes-Women,Sydney,NSW,1,2014,return,,
Gabrielle Lawrence,F,1199,Product 12,59,Clothes-Men,Sydney,NSW,1,2014,return,,
Gabrielle Lawrence,F,1199,Product 13,25,Household,Sydney,NSW,3,2014,return,,
Gabrielle Lawrence,F,1199,Product 12,59,Clothes-Women,Sydney,NSW,5,2014,return,,
Gabrielle Lawrence,F,1199,Product 8,69,Shoes,Sydney,NSW,7,2014,return,,
Gabrielle Lawrence,F,1199,Product 71,169,Clothes-Women,Sydney,NSW,8,2014,return,,
Gabrielle Lawrence,F,1199,Product 14,34,Shoes,Sydney,NSW,9,2014,return,,
Gabrielle Lawrence,F,1199,Product 8,69,Household,Sydney,NSW,9,2014,return,,
Gabrielle Lawrence,F,1199,Product 16,29,Shoes,Sydney,NSW,9,2014,return,,
Gabrielle Lawrence,F,1199,Product 21,79,Furniture,Sydney,NSW,10,2014,return,,
Gabrielle Lawrence,F,1199,Product 12,59,Bathroom,Sydney,NSW,10,2014,return,,
Gabrielle Lawrence,F,1199,Product 17,149,Clothes-Women,Sydney,NSW,10,2014,return,,
Gabrielle Lawrence,F,1199,Product 12,59,Clothes-Women,Sydney,NSW,10,2014,return,,
Gabrielle Lawrence,F,1199,Product 12,59,Clothes-Men,Sydney,NSW,10,2014,return,,
Gabrielle Lawrence,F,1199,Product 3,14,Shoes,Sydney,NSW,10,2014,return,,
Gabrielle Lawrence,F,1199,Product 16,29,Shoes,Sydney,NSW,11,2014,return,,
Gabrielle Lawrence,F,1199,Product 42,139,Clothes-Women,Sydney,NSW,12,2014,return,,
Gabrielle Lawrence,F,1199,Product 21,79,Shoes,Sydney,NSW,12,2014,return,,
Madeleine Jackson,F,1206,Product 93,38,Household,Sydney,NSW,1,2014,new,,
Madeleine Jackson,F,1206,Product 4,19,Household,Sydney,NSW,1,2014,return,,
Madeleine Jackson,F,1206,Product 12,59,Accessories,Brisbane,QLD,1,2014,return,,
Madeleine Jackson,F,1206,Product 16,29,Household,Sydney,NSW,1,2014,return,,
Madeleine Jackson,F,1206,Product 16,29,Furniture,Brisbane,QLD,1,2014,return,,
Madeleine Jackson,F,1206,Product 4,19,Shoes,Sydney,NSW,1,2014,return,,
Madeleine Jackson,F,1206,Product 16,29,Shoes,Sydney,NSW,1,2014,return,,
Madeleine Jackson,F,1206,Product 16,29,Shoes,Sydney,NSW,2,2014,return,,
Madeleine Jackson,F,1206,Product 4,19,Bathroom,Melbourne,VIC,2,2014,return,,
Madeleine Jackson,F,1206,Product 16,29,Outerwear,Brisbane,QLD,2,2014,return,,
Madeleine Jackson,F,1206,Product 16,29,Bathroom,Brisbane,QLD,2,2014,return,,
Madeleine Jackson,F,1206,Product 15,99,Shoes,Sydney,NSW,2,2014,return,,
Madeleine Jackson,F,1206,Product 11,119,Shoes,Sydney,NSW,2,2014,return,,
Madeleine Jackson,F,1206,Product 7,9,Shoes,Sydney,NSW,3,2014,return,,
Madeleine Jackson,F,1206,Product 23,49,Outerwear,Brisbane,QLD,3,2014,return,,
Madeleine Jackson,F,1206,Product 15,99,Household,Sydney,NSW,3,2014,return,,
Madeleine Jackson,F,1206,Product 23,49,Shoes,Sydney,NSW,3,2014,return,,
Madeleine Jackson,F,1206,Product 13,25,Household,Sydney,NSW,3,2014,return,,
Madeleine Jackson,F,1206,Product 4,19,Household,Brisbane,QLD,3,2014,return,,
Madeleine Jackson,F,1206,Product 4,19,Bathroom,Brisbane,QLD,3,2014,return,,
Madeleine Jackson,F,1206,Product 6,5,Bathroom,Brisbane,QLD,3,2014,return,,
Madeleine Jackson,F,1206,Product 6,5,Bathroom,Brisbane,QLD,3,2014,return,,
Madeleine Jackson,F,1206,Product 6,5,Bathroom,Brisbane,QLD,3,2014,return,,
Madeleine Jackson,F,1206,Product 89,7.95,Shoes,Sydney,NSW,4,2014,return,,
Madeleine Jackson,F,1206,Product 12,59,Shoes,Sydney,NSW,4,2014,return,,
Madeleine Jackson,F,1206,Product 2,39,Shoes,Sydney,NSW,4,2014,return,,
Madeleine Jackson,F,1206,Product 17,149,Outerwear,Brisbane,QLD,5,2014,return,,
Madeleine Jackson,F,1206,Product 21,79,Shoes,Sydney,NSW,5,2014,return,,
Madeleine Jackson,F,1206,Product 21,79,Shoes,Sydney,NSW,5,2014,return,,
Madeleine Jackson,F,1206,Product 4,19,Shoes,Sydney,NSW,6,2014,return,,
Madeleine Jackson,F,1206,Product 4,19,Shoes,Sydney,NSW,7,2014,return,,
Madeleine Jackson,F,1206,Product 33,6,Bathroom,Brisbane,QLD,7,2014,return,,
Madeleine Jackson,F,1206,Product 4,19,Shoes,Sydney,NSW,7,2014,return,,
Madeleine Jackson,F,1206,Product 99,44.25,Shoes,Sydney,NSW,8,2014,return,,
Madeleine Jackson,F,1206,Product 79,60,Furniture,Brisbane,QLD,9,2014,return,,
Madeleine Jackson,F,1206,Product 15,99,Outerwear,Brisbane,QLD,9,2014,return,,
Madeleine Jackson,F,1206,Product 13,25,Shoes,Sydney,NSW,9,2014,return,,
Madeleine Jackson,F,1206,Product 23,49,Shoes,Sydney,NSW,9,2014,return,,
Madeleine Jackson,F,1206,Product 4,19,Shoes,Sydney,NSW,10,2014,return,,
Madeleine Jackson,F,1206,Product 28,12,Shoes,Sydney,NSW,10,2014,return,,
Madeleine Jackson,F,1206,Product 13,25,Shoes,Sydney,NSW,10,2014,return,,
Madeleine Jackson,F,1206,Product 26,55,Shoes,Sydney,NSW,10,2014,return,,
Madeleine Jackson,F,1206,Product 23,49,Furniture,Brisbane,QLD,11,2014,return,,
Madeleine Jackson,F,1206,Product 23,49,Shoes,Sydney,NSW,12,2014,return,,
Madeleine Jackson,F,1206,Product 12,59,Outerwear,Brisbane,QLD,12,2014,return,,
Irene Peters,F,1208,Product 4,19,Shoes,Sydney,NSW,9,2014,new,,
Irene Peters,F,1208,Product 23,49,Outerwear,Sydney,NSW,10,2014,return,,
Sonia Cameron,F,1213,Product 6,5,Shoes,Sydney,NSW,10,2014,new,,
Hannah Forsyth,F,1233,Product 16,29,Household,Melbourne,VIC,3,2014,new,,
Hannah Forsyth,F,1233,Product 4,19,Clothes-Women,Melbourne,VIC,4,2014,return,,
Hannah Forsyth,F,1233,Product 110,79.95,Shoes,Sydney,NSW,4,2014,return,,
Hannah Forsyth,F,1233,Product 16,29,Household,Melbourne,VIC,4,2014,return,,
Hannah Forsyth,F,1233,Product 5,35,Clothes-Women,Melbourne,VIC,4,2014,return,,
Hannah Forsyth,F,1233,Product 21,79,Shoes,Sydney,NSW,5,2014,return,,
Hannah Forsyth,F,1233,Product 10,15,Bathroom,Melbourne,VIC,6,2014,return,,
Hannah Forsyth,F,1233,Product 15,99,Shoes,Sydney,NSW,7,2014,return,,
Hannah Forsyth,F,1233,Product 5,35,Household,Melbourne,VIC,7,2014,return,,
Hannah Forsyth,F,1233,Product 2,39,Household,Melbourne,VIC,9,2014,return,,
Hannah Forsyth,F,1233,Product 90,40,Household,Melbourne,VIC,9,2014,return,,
Hannah Forsyth,F,1233,Product 6,5,Shoes,Sydney,NSW,10,2014,return,,
Kylie Hodges,F,1238,Product 15,99,Shoes,Sydney,NSW,4,2014,new,,
Kylie Hodges,F,1238,Product 6,5,Household,Brisbane,QLD,5,2014,return,,
Kylie Hodges,F,1238,Product 2,39,Clothes-Women,Brisbane,QLD,6,2014,return,,
Kylie Hodges,F,1238,Product 2,39,Accessories,Brisbane,QLD,6,2014,return,,
Kylie Hodges,F,1238,Product 16,29,Clothes-Women,Brisbane,QLD,8,2014,return,,
Kylie Hodges,F,1238,Product 8,69,Clothes-Men,Sydney,NSW,9,2014,return,,
Kylie Hodges,F,1238,Product 12,59,Clothes-Women,Brisbane,QLD,10,2014,return,,
Kylie Hodges,F,1238,Product 4,19,Shoes,Sydney,NSW,12,2014,return,,
Anne Springer,F,1246,Product 16,29,Bathroom,Sydney,NSW,10,2014,new,,
Penelope Kerr,F,1262,Product 16,29,Shoes,Sydney,NSW,4,2014,new,,
Penelope Kerr,F,1262,Product 10,15,Shoes,Sydney,NSW,7,2014,return,,
Penelope Kerr,F,1262,Product 7,9,Shoes,Sydney,NSW,7,2014,return,,
Penelope Kerr,F,1262,Product 175,3.5,Bathroom,Brisbane,QLD,8,2014,return,,
Penelope Kerr,F,1262,Product 91,22,Bathroom,Brisbane,QLD,9,2014,return,,
Penelope Kerr,F,1262,Product 19,89,Clothes-Women,Brisbane,QLD,9,2014,return,,
Penelope Kerr,F,1262,Product 19,89,Clothes-Women,Brisbane,QLD,9,2014,return,,
Penelope Kerr,F,1262,Product 93,38,Shoes,Sydney,NSW,10,2014,return,,
Penelope Kerr,F,1262,Product 14,34,Shoes,Sydney,NSW,10,2014,return,,
Penelope Kerr,F,1262,Product 4,19,Shoes,Sydney,NSW,12,2014,return,,
Amanda Brown,F,1263,Product 65,77,Household,Melbourne,VIC,9,2014,new,,
Amanda Brown,F,1263,Product 8,69,Clothes-Men,Melbourne,VIC,9,2014,return,,
Amanda Brown,F,1263,Product 15,99,Clothes-Men,Sydney,NSW,10,2014,return,,
Madeleine Pullman,F,1277,Product 16,29,Household,Sydney,NSW,1,2014,new,,
Madeleine Pullman,F,1277,Product 135,295,Clothes-Women,Brisbane,QLD,2,2014,return,,
Madeleine Pullman,F,1277,Product 7,9,Shoes,Sydney,NSW,10,2014,return,,
Madeleine Pullman,F,1277,Product 8,69,Clothes-Men,Sydney,NSW,11,2014,return,,
Ruth Robertson,F,1284,Product 117,32,Bathroom,Melbourne,VIC,4,2014,new,,
Ruth Robertson,F,1284,Product 20,109,Bathroom,Melbourne,VIC,8,2014,return,,
Ruth Robertson,F,1284,Product 31,33,Bathroom,Melbourne,VIC,8,2014,return,,
Ruth Robertson,F,1284,Product 23,49,Clothes-Women,Melbourne,VIC,10,2014,return,,
Ruth Robertson,F,1284,Product 2,39,Bathroom,Melbourne,VIC,12,2014,return,,
Alison Manning,F,1291,Product 8,69,Clothes-Women,Melbourne,VIC,9,2014,new,,
Alison Manning,F,1291,Product 8,69,Clothes-Women,Melbourne,VIC,10,2014,return,,
Alison Manning,F,1291,Product 8,69,Clothes-Women,Melbourne,VIC,11,2014,return,,
Yvonne Ferguson,F,1302,Product 12,59,Shoes,Sydney,NSW,5,2014,new,,
Yvonne Ferguson,F,1302,Product 16,29,Bathroom,Melbourne,VIC,10,2014,return,,
Ella Ball,F,1341,Product 4,19,Bathroom,Sydney,NSW,6,2014,new,,
Ella Ball,F,1341,Product 4,19,Shoes,Sydney,NSW,6,2014,return,,
Ella Ball,F,1341,Product 16,29,Bathroom,Melbourne,VIC,10,2014,return,,
Joan Hodges,F,1353,Product 79,60,Kitchen,Sydney,NSW,10,2014,new,,
Lauren Allan,F,1359,Product 102,50,Bathroom,Sydney,NSW,1,2014,new,,
Lauren Allan,F,1359,Product 16,29,Shoes,Sydney,NSW,3,2014,return,,
Lauren Allan,F,1359,Product 16,29,Outerwear,Sydney,NSW,3,2014,return,,
Lauren Allan,F,1359,Product 19,89,Clothes-Women,Sydney,NSW,5,2014,return,,
Lauren Allan,F,1359,Product 16,29,Outerwear,Sydney,NSW,6,2014,return,,
Lauren Allan,F,1359,Product 4,19,Clothes-Women,Sydney,NSW,8,2014,return,,
Lauren Allan,F,1359,Product 17,149,Clothes-Women,Sydney,NSW,10,2014,return,,
Mary Wright,F,1376,Product 16,29,Clothes-Men,Brisbane,QLD,9,2014,new,,
Mary Wright,F,1376,Product 23,49,Clothes-Men,Brisbane,QLD,10,2014,return,,
Heather Slater,F,1382,Product 23,49,Clothes-Women,Melbourne,VIC,6,2014,new,,
Heather Slater,F,1382,Product 30,45,Clothes-Women,Melbourne,VIC,10,2014,return,,
Boris Murray,M,1417,Product 20,109,Shoes,Sydney,NSW,3,2014,new,,
Boris Murray,M,1417,Product 42,139,Clothes-Women,Brisbane,QLD,10,2014,return,,
Boris Murray,M,1417,Product 15,99,Shoes,Sydney,NSW,10,2014,return,,
Jacob Gibson,M,1418,Product 79,60,Shoes,Sydney,NSW,10,2014,new,,
Blake Parsons,M,1429,Product 33,6,Bathroom,Sydney,NSW,9,2014,new,,
Blake Parsons,M,1429,Product 13,25,Accessories,Sydney,NSW,10,2014,return,,
Michelle Oliver,F,1435,Product 23,49,Bathroom,Melbourne,VIC,3,2014,new,,
Michelle Oliver,F,1435,Product 28,12,Shoes,Sydney,NSW,3,2014,return,,
Michelle Oliver,F,1435,Product 168,112,Kitchen,Sydney,NSW,3,2014,return,,
Michelle Oliver,F,1435,Product 4,19,Shoes,Sydney,NSW,4,2014,return,,
Michelle Oliver,F,1435,Product 59,20,Bathroom,Melbourne,VIC,8,2014,return,,
Michelle Oliver,F,1435,Product 3,14,Bathroom,Melbourne,VIC,8,2014,return,,
Michelle Oliver,F,1435,Product 10,15,Shoes,Sydney,NSW,9,2014,return,,
Michelle Oliver,F,1435,Product 16,29,Bathroom,Melbourne,VIC,9,2014,return,,
Michelle Oliver,F,1435,Product 2,39,Clothes-Women,Sydney,NSW,10,2014,return,,
Michelle Oliver,F,1435,Product 29,129,Bathroom,Sydney,NSW,10,2014,return,,
Michelle Oliver,F,1435,Product 23,49,Accessories,Melbourne,VIC,10,2014,return,,
Michelle Oliver,F,1435,Product 17,149,Kitchen,Sydney,NSW,11,2014,return,,
Molly Clark,F,1445,Product 23,49,Bathroom,Sydney,NSW,4,2014,new,,
Molly Clark,F,1445,Product 16,29,Shoes,Sydney,NSW,10,2014,return,,
Molly Clark,F,1445,Product 102,50,Clothes-Women,Sydney,NSW,10,2014,return,,
Faith Robertson,F,1452,Product 2,39,Bathroom,Melbourne,VIC,1,2014,new,,
Faith Robertson,F,1452,Product 8,69,Clothes-Women,Melbourne,VIC,1,2014,return,,
Faith Robertson,F,1452,Product 16,29,Bathroom,Melbourne,VIC,1,2014,return,,
Faith Robertson,F,1452,Product 23,49,Bathroom,Melbourne,VIC,2,2014,return,,
Faith Robertson,F,1452,Product 12,59,Clothes-Women,Melbourne,VIC,2,2014,return,,
Faith Robertson,F,1452,Product 15,99,Clothes-Women,Melbourne,VIC,3,2014,return,,
Faith Robertson,F,1452,Product 10,15,Accessories,Melbourne,VIC,3,2014,return,,
Faith Robertson,F,1452,Product 16,29,Bathroom,Melbourne,VIC,4,2014,return,,
Faith Robertson,F,1452,Product 2,39,Bathroom,Melbourne,VIC,4,2014,return,,
Faith Robertson,F,1452,Product 15,99,Clothes-Women,Melbourne,VIC,4,2014,return,,
Faith Robertson,F,1452,Product 12,59,Clothes-Women,Melbourne,VIC,7,2014,return,,
Faith Robertson,F,1452,Product 12,59,Clothes-Women,Melbourne,VIC,10,2014,return,,
Faith Robertson,F,1452,Product 15,99,Clothes-Women,Melbourne,VIC,10,2014,return,,
Faith Robertson,F,1452,Product 15,99,Clothes-Women,Melbourne,VIC,10,2014,return,,
Penelope Quinn,F,1466,Product 57,10,Bathroom,Brisbane,QLD,3,2014,new,,
Penelope Quinn,F,1466,Product 14,34,Bathroom,Melbourne,VIC,6,2014,return,,
Penelope Quinn,F,1466,Product 38,9.95,Shoes,Sydney,NSW,10,2014,return,,
Virginia Gibson,F,1469,Product 15,99,Clothes-Women,Melbourne,VIC,1,2014,new,,
Virginia Gibson,F,1469,Product 23,49,Shoes,Sydney,NSW,1,2014,return,,
Virginia Gibson,F,1469,Product 23,49,Clothes-Women,Melbourne,VIC,2,2014,return,,
Virginia Gibson,F,1469,Product 13,25,Shoes,Sydney,NSW,2,2014,return,,
Virginia Gibson,F,1469,Product 55,65,Bathroom,Melbourne,VIC,5,2014,return,,
Virginia Gibson,F,1469,Product 16,29,Bathroom,Melbourne,VIC,8,2014,return,,
Virginia Gibson,F,1469,Product 2,39,Shoes,Sydney,NSW,8,2014,return,,
Virginia Gibson,F,1469,Product 2,39,Shoes,Sydney,NSW,9,2014,return,,
Virginia Gibson,F,1469,Product 21,79,Clothes-Women,Melbourne,VIC,10,2014,return,,
Virginia Gibson,F,1469,Product 18,24,Shoes,Sydney,NSW,11,2014,return,,
Virginia Gibson,F,1469,Product 55,65,Bathroom,Melbourne,VIC,12,2014,return,,
Carl Coleman,M,1485,Product 23,49,Shoes,Sydney,NSW,10,2014,new,,
Sue Parsons,F,1494,Product 70,189,Shoes,Sydney,NSW,5,2014,new,,
Sue Parsons,F,1494,Product 2,39,Household,Sydney,NSW,5,2014,return,,
Sue Parsons,F,1494,Product 16,29,Shoes,Sydney,NSW,10,2014,return,,
Olivia Sanderson,F,1502,Product 4,19,Shoes,Sydney,NSW,7,2014,new,,
Olivia Sanderson,F,1502,Product 16,29,Bathroom,Brisbane,QLD,8,2014,return,,
Olivia Sanderson,F,1502,Product 12,59,Clothes-Men,Brisbane,QLD,10,2014,return,,
Olivia Sanderson,F,1502,Product 4,19,Clothes-Men,Brisbane,QLD,11,2014,return,,
Olivia Sanderson,F,1502,Product 23,49,Clothes-Women,Brisbane,QLD,12,2014,return,,
Olivia Sanderson,F,1502,Product 2,39,Shoes,Sydney,NSW,12,2014,return,,
Sophie Bond,F,1512,Product 16,29,Shoes,Sydney,NSW,6,2014,new,,
Sophie Bond,F,1512,Product 16,29,Shoes,Sydney,NSW,10,2014,return,,
Megan Metcalfe,F,1516,Product 18,24,Shoes,Sydney,NSW,10,2014,new,,
Megan Allan,F,1518,Product 8,69,Bathroom,Melbourne,VIC,1,2014,new,,
Megan Allan,F,1518,Product 12,59,Bathroom,Melbourne,VIC,5,2014,return,,
Megan Allan,F,1518,Product 2,39,Bathroom,Melbourne,VIC,6,2014,return,,
Megan Allan,F,1518,Product 23,49,Bathroom,Melbourne,VIC,7,2014,return,,
Megan Allan,F,1518,Product 2,39,Shoes,Sydney,NSW,8,2014,return,,
Megan Allan,F,1518,Product 2,39,Clothes-Men,Brisbane,QLD,9,2014,return,,
Megan Allan,F,1518,Product 13,25,Shoes,Sydney,NSW,10,2014,return,,
Piers Terry,M,1528,Product 15,99,Clothes-Women,Sydney,NSW,10,2014,new,,
Melanie Dowd,F,1553,Product 68,95,Furniture,Melbourne,VIC,1,2014,new,,
Melanie Dowd,F,1553,Product 44,219,Clothes-Women,Melbourne,VIC,4,2014,return,,
Melanie Dowd,F,1553,Product 70,189,Outerwear,Melbourne,VIC,6,2014,return,,
Melanie Dowd,F,1553,Product 52,299,Shoes,Sydney,NSW,6,2014,return,,
Melanie Dowd,F,1553,Product 19,89,Furniture,Melbourne,VIC,7,2014,return,,
Melanie Dowd,F,1553,Product 14,34,Shoes,Sydney,NSW,7,2014,return,,
Melanie Dowd,F,1553,Product 70,189,Clothes-Women,Melbourne,VIC,8,2014,return,,
Melanie Dowd,F,1553,Product 15,99,Clothes-Women,Melbourne,VIC,10,2014,return,,
Melanie Dowd,F,1553,Product 70,189,Clothes-Women,Melbourne,VIC,12,2014,return,,
Faith Ferguson,F,1572,Product 81,13,Bathroom,Melbourne,VIC,3,2014,new,,
Faith Ferguson,F,1572,Product 15,99,Shoes,Sydney,NSW,4,2014,return,,
Faith Ferguson,F,1572,Product 2,39,Shoes,Sydney,NSW,10,2014,return,,
Faith Ferguson,F,1572,Product 5,35,Outerwear,Melbourne,VIC,10,2014,return,,
Faith Ferguson,F,1572,Product 13,25,Shoes,Sydney,NSW,10,2014,return,,
Faith Ferguson,F,1572,Product 3,14,Bathroom,Melbourne,VIC,12,2014,return,,
Faith Ferguson,F,1572,Product 14,34,Shoes,Sydney,NSW,12,2014,return,,
Alison Bell,F,1584,Product 57,10,Bathroom,Sydney,NSW,4,2014,new,,
Alison Bell,F,1584,Product 23,49,Bathroom,Sydney,NSW,10,2014,return,,
Sarah Walker,F,1605,Product 2,39,Clothes-Women,Brisbane,QLD,3,2014,new,,
Sarah Walker,F,1605,Product 30,45,Clothes-Women,Brisbane,QLD,8,2014,return,,
Sarah Walker,F,1605,Product 21,79,Clothes-Women,Brisbane,QLD,10,2014,return,,
Molly Lewis,F,1613,Product 12,59,Furniture,Melbourne,VIC,3,2014,new,,
Molly Lewis,F,1613,Product 12,59,Shoes,Sydney,NSW,6,2014,return,,
Molly Lewis,F,1613,Product 92,17,Shoes,Sydney,NSW,6,2014,return,,
Molly Lewis,F,1613,Product 15,99,Kitchen,Melbourne,VIC,10,2014,return,,
Chloe Robertson,F,1614,Product 6,5,Bathroom,Brisbane,QLD,4,2014,new,,
Chloe Robertson,F,1614,Product 12,59,Clothes-Women,Brisbane,QLD,4,2014,return,,
Chloe Robertson,F,1614,Product 4,19,Bathroom,Brisbane,QLD,8,2014,return,,
Chloe Robertson,F,1614,Product 8,69,Clothes-Women,Brisbane,QLD,10,2014,return,,
Rebecca Dickens,F,1634,Product 79,60,Kitchen,Sydney,NSW,10,2014,new,,
Rebecca Dickens,F,1634,Product 13,25,Shoes,Sydney,NSW,12,2014,return,,
